collection,collection.label,ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,classif3,classif3.label,classif4,classif4.label,classif5,classif5.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label,
SDG,SDG labour market indicators,EST,Estonia,FF:43,EST - ADM-LIR - Estonian Labour Inspectorate,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2015,0.8,,,,,T13:149,Coverage of occupational injuries: Reported injuries,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,EST,Estonia,FF:43,EST - ADM-LIR - Estonian Labour Inspectorate,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2015,,,,,,T13:149,Coverage of occupational injuries: Reported injuries,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,EST,Estonia,FF:43,EST - ADM-LIR - Estonian Labour Inspectorate,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2016,4.0,,,,,T13:149_T14:153,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury,,,
SDG,SDG labour market indicators,EST,Estonia,FF:43,EST - ADM-LIR - Estonian Labour Inspectorate,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2016,7.9,,,,,T13:149_T14:153,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury,,,
SDG,SDG labour market indicators,EST,Estonia,FF:43,EST - ADM-LIR - Estonian Labour Inspectorate,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2016,,,,,,T13:149_T14:153,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Cases of occupational injury,,,
SDG,SDG labour market indicators,FIN,Finland,FA:1131,FIN - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2005,2.4,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),,,
SDG,SDG labour market indicators,FIN,Finland,FA:1131,FIN - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2005,4.4,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),,,
SDG,SDG labour market indicators,FIN,Finland,FA:1131,FIN - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2005,0.5,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),,,
SDG,SDG labour market indicators,FIN,Finland,FA:1131,FIN - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2006,2.2,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),,,
SDG,SDG labour market indicators,FIN,Finland,FA:1131,FIN - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2006,4.1,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),,,
SDG,SDG labour market indicators,FIN,Finland,FA:1131,FIN - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2006,0.4,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),,,
SDG,SDG labour market indicators,FIN,Finland,FA:1131,FIN - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2007,1.7,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),,,
SDG,SDG labour market indicators,FIN,Finland,FA:1131,FIN - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2007,3.0,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),,,
SDG,SDG labour market indicators,FIN,Finland,FA:1131,FIN - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2007,0.5,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),,,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2009,1.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2009,1.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_MIGRANTEU,Status: EU Migrants,,,,,,,,,2009,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2009,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2009,2.2,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2009,2.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_MIGRANTEU,Status: EU Migrants,,,,,,,,,2009,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2009,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2009,0.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2009,0.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_MIGRANTEU,Status: EU Migrants,,,,,,,,,2009,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2009,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2010,1.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2010,1.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_MIGRANTEU,Status: EU Migrants,,,,,,,,,2010,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2010,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2010,2.2,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2010,2.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_MIGRANTEU,Status: EU Migrants,,,,,,,,,2010,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2010,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2010,0.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2010,0.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_MIGRANTEU,Status: EU Migrants,,,,,,,,,2010,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2010,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2011,1.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2011,1.4,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_MIGRANTEU,Status: EU Migrants,,,,,,,,,2011,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2011,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2011,2.6,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2011,2.7,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_MIGRANTEU,Status: EU Migrants,,,,,,,,,2011,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2011,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2011,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2011,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_MIGRANTEU,Status: EU Migrants,,,,,,,,,2011,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2011,,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2012,1.5,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2012,1.3,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_MIGRANTEU,Status: EU Migrants,,,,,,,,,2012,13.7,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_MIGRANTNOTEU,Status: Migrants excluding EU,,,,,,,,,2012,7.0,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2012,2.6,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
SDG,SDG labour market indicators,FIN,Finland,FX:67,FIN - ADM - Federation of accidents Insurance Institutions records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2012,2.2,,,,,T13:149_T14:155,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of injury due to commuting accidents,R1:4005_S9:259,Repository: ILO calculations based on Eurostat data | Reference group coverage: Insured persons,
