issuerId;ISSUER_NAME;ISSUER_TICKER;ISSUER_CNTRY_DOMICILE_NAME;ISSUER_CNTRY_DOMICILE;IVA_INDUSTRY;IVA_INDUSTRY_CODE;GICS_SUB_IND;IVA_COMPANY_RATING;INDUSTRY_ADJUSTED_SCORE;AGR_RATING;GOVERNANCE_SCORE;OVERALL_FLAG;ABORT_TIE;CONTRA_TIE;AE_TIE;ALC_TIE;FIREARM_TIE;GAM_TIE;NUC_TIE;TOB_TIE;WEAP_GTIE;CB_TIE;LM_TIE
IID000000002163146;Crown Equities Inc;CEI;Philippines;PH;Diversified Financials;15491;Multi-Sector Holdings;;;Aggressive;;;true;;;;;;;;;;
IID000000002163168;Cryoport Inc;CYRX;United States of America;US;Health Care Equipment & Supplies;12917;Health Care Equipment;;;Average;6.70;Green;;;;;;;;;;;
IID000000002823171;Cue Biopharma Inc;CUE;United States of America;US;Biotechnology;12892;Biotechnology;;;Average;6.20;Green;;;;;;;;;;;
IID000000002124291;Cupid Ltd;CUPID;India;IN;Household & Personal Products;12921;Personal Products;;;Conservative;;;;true;;;;;;;;;
IID000000002864137;Cushman & Wakefield PLC;CWK;United Kingdom;GB;Real Estate Management & Services;15699;Real Estate Services;AA;7.8;;8.10;Green;;;;;;;;;;;
IID000000002633099;Customers Bancorp, Inc.;CUBI;United States of America;US;Banks;15698;Regional Banks;BB;3.7;Aggressive;4.30;Green;;;;;;;;;;;
IID000000002361100;Cuu Long Pharmaceutical JSC;DCL;Vietnam;VN;Pharmaceuticals;12939;Pharmaceuticals;;;Average;;;;true;;;;;;;;;
IID000000002140252;CyberAgent,Inc.;4751;Japan;JP;Media & Entertainment;15706;Advertising;A;6.6;Average;4.20;Green;;;true;;;;;;;;
IID000000002951831;Cyclerion Therapeutics Inc;CYCN;United States of America;US;Biotechnology;12892;Biotechnology;;;;6.60;Green;;;;;;;;;;;
IID000000002682001;Cymabay Therapeutics Inc;CBAY;United States of America;US;Pharmaceuticals;12939;Pharmaceuticals;A;6.1;Average;7.30;Green;;;;;;;;;;;
IID000000002130066;Cyprus Cement PCL;CCC;Cyprus;CY;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Very Aggressive;;;;;;true;;;;;;;
IID000000002743221;CytomX Therapeutics Inc;CTMX;United States of America;US;Biotechnology;12892;Biotechnology;BB;3.2;Average;7.30;Green;;;;;;;;;;;
IID000000002137059;Cytosorbents Corp;CTSO;United States of America;US;Health Care Equipment & Supplies;12917;Health Care Equipment;;;Conservative;5.30;Green;;;;;;;;;;;
IID000000002163310;D.R. HORTON, INC.;DHI;United States of America;US;Real Estate Development & Diversified Activities;13198;Homebuilding;B;2.7;Average;6.10;Green;;;;;;;;;;;
IID000000002234957;DAA FINANCE PUBLIC LIMITED COMPANY;DUBAA;Ireland;IE;Transportation Infrastructure;15355;Airport Services;;;;;;;;;true;;;;true;;;
IID000000002163497;DABUR INDIA LIMITED;DABUR;India;IN;Household & Personal Products;12921;Personal Products;AA;7.9;Conservative;6.40;Green;;;;;;;;;;;
IID000000002125838;DAEHAN NEW PHARM CO., LTD.;054670;South Korea;KR;Pharmaceuticals;12939;Pharmaceuticals;;;Average;;;true;;;;;;;;;;
IID000000002244376;DAELIM C&S CO.,LTD;;South Korea;KR;Construction Materials;12901;Construction Materials;;;;;;;;;true;;true;true;;;;
IID000000002163524;DAELIM INDUSTRIAL CO.,LTD;000210;South Korea;KR;Construction & Engineering;12899;Construction & Engineering;BB;3.2;Average;3.70;Yellow;;;;true;;true;true;;;;
IID000000002134034;DAESANG CORPORATION;001680;South Korea;KR;Food Products;12915;Packaged Foods & Meats;;;Conservative;;Green;;;;true;;;;;;;
IID000000002125930;DAEWOO ENGINEERING & CONSTRUCTION CO.,LTD;047040;South Korea;KR;Construction & Engineering;12899;Construction & Engineering;B;2.7;Average;4.50;Yellow;;;;;;;true;;;;
IID000000002142417;DAEWOO SHIPBUILDING & MARINE ENGINEERING CO., LTD;042660;South Korea;KR;Construction & Farm Machinery & Heavy Trucks;12900;Construction Machinery & Heavy Trucks;B;1.6;;4.40;Yellow;;;;;;;true;;true;;
IID000000002163320;DAIBIRU CORPORATION;8806;Japan;JP;Real Estate Management & Services;15699;Real Estate Operating Companies;B;1.6;Average;2.80;Green;;;;true;;true;;;;;
IID000000002133455;DAIFUKU CO.,LTD.;6383;Japan;JP;Industrial Machinery;12924;Industrial Machinery;AA;7.7;Aggressive;3.00;Green;;;;;;;;;;;
IID000000002163334;DAIICHI SANKYO COMPANY, LIMITED;4568;Japan;JP;Pharmaceuticals;12939;Pharmaceuticals;BBB;5.6;Average;5.10;Green;;;;;;;;;;;
IID000000002125808;DAIICHIKOSHO CO., LTD.;7458;Japan;JP;Media & Entertainment;15706;Movies & Entertainment;BB;3.9;Average;4.60;Green;;;;true;;;;;;;
IID000000002163338;DAIKIN INDUSTRIES,LTD.;6367;Japan;JP;Building Products;12894;Building Products;AA;7.3;Average;2.60;Green;;;;;;;;;true;;
IID000000002133477;DAIKOKU DENKI CO., LTD.;6430;Japan;JP;Leisure Products;12932;Leisure Products;;;Very Aggressive;;;;;;;;true;;;;;
IID000000002132812;DAIKOKUTENBUSSAN CO., LTD.;2791;Japan;JP;Retail - Food & Staples;15697;Food Retail;;;Conservative;;Green;;;;true;;;;;;;
IID000000002149200;DAILY JOURNAL CORPORATION;DJCO;United States of America;US;Media;15682;Publishing;;;Average;5.60;Green;;;;;;;;;;;
IID000000002124802;DAILY MAIL AND GENERAL TRUST P L C;DMGT;United Kingdom;GB;Media & Entertainment;15706;Publishing;BBB;4.5;;5.60;Green;;;;true;;;;;;;
IID000000002163573;DAIRY FARM INTERNATIONAL HOLDINGS LIMITED;D01;Hong Kong;HK;Retail - Food & Staples;15697;Food Retail;B;1.6;Average;1.90;Green;;;;true;;;;true;;;
IID000000002142301;DAISYO CORPORATION;9979;Japan;JP;Restaurants;15693;Restaurants;;;Average;;Green;;;;true;;;;;;;
IID000000002124204;DAITO TRUST CONSTRUCTION CO.,LTD.;1878;Japan;JP;Real Estate Development & Diversified Activities;13198;Diversified Real Estate Activities;BB;4.0;Very Aggressive;3.40;Green;;;;true;;;;;;;
IID000000002163350;DAIWA HOUSE INDUSTRY CO.,LTD.;1925;Japan;JP;Real Estate Development & Diversified Activities;13198;Diversified Real Estate Activities;AA;8.3;Aggressive;4.00;Yellow;;;;;;;;;;;
IID000000002199451;DAIWA HOUSE REIT INVESTMENT CORPORATION;8984;Japan;JP;Real Estate Management & Services;15699;Diversified REITs;B;1.9;Aggressive;3.80;Green;;;;;;;;;;;
IID000000002132503;DAKTRONICS, INC.;DAKT;United States of America;US;Electronic Equipment, Instruments & Components;12911;Electronic Equipment & Instruments;BBB;4.8;Conservative;5.10;Green;;;;;;;;;;;
IID000000002638869;DALIAN WANDA COMMERCIAL MANAGEMENT GROUP CO., LTD.;DLWAD;China;CN;Real Estate Development & Diversified Activities;13198;Real Estate Development;BB;4.0;;4.80;Green;;;;true;;;;true;;;
IID000000002132715;DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED;DALMIASUG;India;IN;Food Products;12915;Packaged Foods & Meats;;;;;;;;;true;;;;;;;
IID000000002720558;DAMAC PROPERTIES DUBAI CO. P.J.S.C.;DAMAC;United Arab Emirates;AE;Real Estate Development & Diversified Activities;13198;Real Estate Development;B;2.7;;6.10;Green;;;;;;;;;;;
IID000000002290351;DANA INCORPORATED;DAN;United States of America;US;Auto Components;12885;Auto Parts & Equipment;BB;3.6;Average;7.30;Green;;;;;;;;;;;
IID000000002125255;DANAHER CORPORATION;DHR;United States of America;US;Health Care Equipment & Supplies;12917;Health Care Equipment;B;2.6;Aggressive;4.20;Green;;;;;;;;;;;
IID000000002168368;DANONE S.A.;BN;France;FR;Food Products;12915;Packaged Foods & Meats;AAA;10.0;Very Aggressive;6.90;Yellow;;;;;;;;;;;
IID000000002134145;DANSKE BANK A/S;DANSKE;Denmark;DK;Banks;15698;Diversified Banks;B;2.2;Average;8.00;Orange;;;;;;;;;;;
IID000000002123707;DARDEN RESTAURANTS, INC.;DRI;United States of America;US;Restaurants;15693;Restaurants;BBB;4.3;Average;7.20;Green;;;;true;;;;;;;
IID000000002163672;DARLING INGREDIENTS INC.;DAR;United States of America;US;Food Products;12915;Agricultural Products;BBB;5.6;Average;8.20;Green;;;;;;;;;;;
IID000000002163675;DART GROUP PLC;DTG;United Kingdom;GB;Airlines;12884;Airlines;A;6.0;Conservative;5.80;Green;;;;true;;;;true;;;
IID000000002136925;DASAN ZHONE SOLUTIONS, INC.;DZSI;United States of America;US;Technology Hardware, Storage & Peripherals;12898;Communications Equipment;;;Average;3.90;Green;;;;;;;;;;;
IID000000002736545;DASEKE, INC.;DSKE;United States of America;US;Road & Rail Transport;15357;Trucking;BB;4.2;Aggressive;5.90;Green;;;;;;;;;;;
IID000000002132096;DASSAULT AVIATION SA;AM;France;FR;Aerospace & Defense;12882;Aerospace & Defense;B;2.2;Aggressive;2.30;Yellow;;;;;;;;;true;;
IID000000002163686;DASSAULT SYSTEMES SE;DSY;France;FR;Software & Services;15356;Application Software;A;7.0;Average;6.80;Green;;;;;;;;;;;
IID000000002125943;DATATEC LIMITED;DTC;South Africa;ZA;Electronic Equipment, Instruments & Components;12911;Technology Distributors;BBB;5.0;Average;7.50;Green;;;;;;;;;;;
IID000000002653613;DAVE & BUSTER'S ENTERTAINMENT, INC.;PLAY;United States of America;US;Restaurants;15693;Restaurants;BBB;4.3;Aggressive;7.50;Green;;;;true;;;;;;;
IID000000002134162;DAVIDE CAMPARI-MILANO S.P.A.;CPR;Italy;IT;Beverages;15689;Distillers & Vintners;BBB;5.4;Average;5.30;Green;;;;true;;;;;;;
IID000000002163495;DAVITA INC.;DVA;United States of America;US;Health Care Providers & Services;12918;Health Care Services;BBB;5.7;Aggressive;5.10;Yellow;;;;;;;;;;;
IID000000002590475;DAWONSYS CO., LTD;068240;South Korea;KR;Industrial Machinery;12924;Industrial Machinery;;;Very Aggressive;;;;;;;;;true;;;;
IID000000002128643;DAWSON GEOPHYSICAL COMPANY;DWSN;United States of America;US;Energy Equipment & Services;12913;Oil & Gas Equipment & Services;;;Average;4.90;Green;;;;;;;;;;;
IID000000002142346;DB INSURANCE CO.,LTD;005830;South Korea;KR;Property & Casualty Insurance;15582;Property & Casualty Insurance;BB;4.0;Average;4.80;Yellow;;;;;;;;;;;
IID000000002142313;DBS GROUP HOLDINGS LTD;D05;Singapore;SG;Banks;15698;Diversified Banks;AA;8.5;Conservative;7.90;Yellow;;;;;;;;;;;
IID000000002134176;DCC PUBLIC LIMITED COMPANY;DCC;Ireland;IE;Industrial Conglomerates;12923;Industrial Conglomerates;AAA;9.3;Average;7.40;Green;;;;;;;;;;;
IID000000002163374;DCM SHRIRAM INDUSTRIES LIMITED;523369;India;IN;Food Products;12915;Packaged Foods & Meats;;;;;;;;;true;;;;;;;
IID000000002163373;DCM SHRIRAM LIMITED;DCMSHRIRAM;India;IN;Diversified Chemicals;12903;Diversified Chemicals;;;Conservative;;Green;;;;true;;;;;;;
IID000000002164030;DD Holdings Co., Ltd.;3073;Japan;JP;Restaurants;15693;Restaurants;;;Average;;;;;;true;;;;;;;
IID000000002125879;DE LA RUE PLC;DLAR;United Kingdom;GB;Commercial Services & Supplies;12895;Commercial Printing;A;6.8;Aggressive;8.20;Green;;;;;;;;;;;
IID000000002141745;DEAN FOODS COMPANY;DF;United States of America;US;Food Products;12915;Packaged Foods & Meats;BBB;4.4;Aggressive;5.70;Green;;;;;;;;;;;
IID000000002124203;DEBENHAMS PLC;D2T;United Kingdom;GB;Retail - Consumer Discretionary;15696;Department Stores;BBB;4.5;Average;8.10;Yellow;;;;true;;;;;;;
IID000000002163794;DECHRA PHARMACEUTICALS PLC;DPH;United Kingdom;GB;Pharmaceuticals;12939;Pharmaceuticals;AA;7.5;Average;8.40;Green;;;;;;;;;;;
IID000000002149134;DECKERS OUTDOOR CORPORATION;DECK;United States of America;US;Textiles, Apparel & Luxury Goods;13201;Footwear;AA;8.4;Conservative;7.90;Green;;;;;;;;;;;
IID000000002155169;DEERE & COMPANY;DE;United States of America;US;Construction & Farm Machinery & Heavy Trucks;12900;Agricultural & Farm Machinery;A;6.2;Very Aggressive;4.60;Green;;;;;;;;;;;
IID000000002289781;DEL FRISCO'S RESTAURANT GROUP, INC.;DFRG;United States of America;US;Restaurants;15693;Restaurants;;;Very Aggressive;5.60;Green;;;;true;;;;;;;
IID000000002678381;DEL TACO RESTAURANTS, INC.;TACO;United States of America;US;Restaurants;15693;Restaurants;BB;3.9;Average;6.50;Green;;;;;;;;;;;
IID000000002163834;DELEGAT'S GROUP LIMITED;DGL;New Zealand;NZ;Beverages;15689;Distillers & Vintners;;;Aggressive;;;;;;true;;;;;;;
IID000000002163838;DELEK US HOLDINGS, INC.;DK;United States of America;US;Oil & Gas Refining, Marketing, Transportation & Storage;12937;Oil & Gas Refining & Marketing;BBB;4.9;Average;6.20;Green;;;;;;;;;;;
IID000000002163842;DELHAIZE LE LION / DE LEEUW SCA;AD;Belgium;BE;Retail - Food & Staples;15697;Food Retail;;;;;Green;;;true;true;;;;true;;;
IID000000002679633;DELL TECHNOLOGIES INC.;DELL;United States of America;US;Technology Hardware, Storage & Peripherals;12898;Technology Hardware, Storage & Peripherals;A;6.5;Average;4.50;Yellow;;;;;;;;;;;
IID000000002139098;DELO PRODAJA druzba za razsirjanje in prodajo casopisov, d.d.;DPRG;Slovenia;SI;Retail - Consumer Discretionary;15696;Specialty Stores;;;Average;;;;;;;;;;true;;;
IID000000002817944;DELPHI TECHNOLOGIES PLC;DLPH;United Kingdom;GB;Auto Components;12885;Auto Parts & Equipment;BB;3.9;Average;6.50;Green;;;;;;;;;;;
IID000000002163856;DELTA AIR LINES, INC.;DAL;United States of America;US;Airlines;12884;Airlines;A;6.0;Aggressive;6.90;Green;;;;true;;;;;;;
IID000000002142381;DELTA ELECTRONICS, INC.;2308;Taiwan;TW;Electronic Equipment, Instruments & Components;12911;Electronic Components;A;6.2;Average;4.40;Green;;;;;;;;;;;
IID000000002655144;DELTA PROPERTY FUND LIMITED;DLT;South Africa;ZA;Real Estate Management & Services;15699;Office REITs;B;1.6;;8.10;Green;;;;;;;;;;;
IID000000002163887;DELUXE CORPORATION;DLX;United States of America;US;Commercial Services & Supplies;12895;Commercial Printing;BB;4.0;Average;5.50;Green;;;;;;;;;;;
IID000000002132038;DENBURY RESOURCES INC.;DNR;United States of America;US;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;A;6.5;Average;7.40;Green;;;;;;;;;;;
IID000000002132588;DENISON MINES CORP.;DML;Canada;CA;Metals and Mining - Non-Precious Metals;15679;Coal & Consumable Fuels;;;Aggressive;;;;;;;;;true;;;;
IID000000002163896;DENNY'S CORPORATION;DENN;United States of America;US;Restaurants;15693;Restaurants;BB;3.5;Average;7.60;Green;;;;true;;;;;;;
IID000000002163384;DENSO CORPORATION;6902;Japan;JP;Auto Components;12885;Auto Parts & Equipment;A;6.4;Average;1.00;Yellow;;;;;;;;;;;
IID000000002128695;DENTSPLY SIRONA INC.;XRAY;United States of America;US;Health Care Equipment & Supplies;12917;Health Care Supplies;A;6.9;Very Aggressive;5.40;Green;;;;;;;;;;;
IID000000002163385;DENTSU INC.;4324;Japan;JP;Media & Entertainment;15706;Advertising;BB;3.4;Very Aggressive;2.90;Yellow;;;;;;;;;;;
IID000000002710516;DERMIRA, INC.;DERM;United States of America;US;Pharmaceuticals;12939;Pharmaceuticals;BB;3.6;Aggressive;4.20;Green;;;;;;;;;;;
IID000000002142452;DERWENT LONDON PLC;DLN;United Kingdom;GB;Real Estate Management & Services;15699;Office REITs;A;6.8;Aggressive;6.70;Green;;;;;;;;;;;
IID000000002256126;DETSKIY MIR PAO;DSKY;Russia;RU;Retail - Consumer Discretionary;15696;Apparel Retail;;;Aggressive;5.40;Green;true;;true;true;;;;;true;;
IID000000002163971;DEVON ENERGY CORPORATION;DVN;United States of America;US;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;BBB;5.7;Conservative;6.90;Green;;;;;;;;;;;
IID000000002139210;DEWAN SUGAR MILLS LIMITED;DWSM;Pakistan;PK;Food Products;12915;Packaged Foods & Meats;;;Average;;;;;;true;;;;;;;
IID000000002140739;DEXCOM, INC.;DXCM;United States of America;US;Health Care Equipment & Supplies;12917;Health Care Equipment;BBB;4.6;Conservative;7.30;Green;;;;;;;;;;;
IID000000002200235;DEXUS;DXPPY;Australia;AU;Real Estate Management & Services;15699;Office REITs;AAA;9.2;Aggressive;7.30;Green;;;;;;;;;;;
IID000000002125837;DFDS A/S;DFDS;Denmark;DK;Marine Transport;15358;Marine;A;6.8;Average;6.60;Green;;;;true;;true;;true;;;
IID000000002164215;DFNN Inc;DFNN;Philippines;PH;Software & Services;15356;IT Consulting & Other Services;;;Average;;;;;;;;true;;;;;
IID000000002726109;DFS FURNITURE PLC;DFS;United Kingdom;GB;Household Durables;12922;Home Furnishings;BBB;5.0;Average;9.20;Green;;;;;;;;;;;
IID000000002620171;DGB Financial Group;139130;South Korea;KR;Banks;15698;Regional Banks;AA;8.1;Average;5.20;Green;;;;;;;;;;;
IID000000002159374;DHC Software Co., Ltd;002065;China;CN;Software & Services;15356;IT Consulting & Other Services;BB;4.1;Aggressive;3.60;Green;;;;;;;;;;;
IID000000002150242;DHT HOLDINGS, INC.;DHT;Bermuda;BM;Oil & Gas Refining, Marketing, Transportation & Storage;12937;Oil & Gas Storage & Transportation;;;Average;7.30;Green;;;;;;;;;;;
IID000000002226803;DIAGEO CAPITAL PLC;DGE;United Kingdom;GB;Beverages;15689;Distillers & Vintners;;;;;;;;;true;;;;;;;
IID000000002242714;DIAGEO FINANCE PLC;DGE;United Kingdom;GB;Beverages;15689;Distillers & Vintners;;;;;;;;;true;;;;;;;
IID000000002223563;DIAGEO INVESTMENT CORPORATION;DGE;United States of America;US;Beverages;15689;Distillers & Vintners;;;;;;;;;true;;;;;;;
IID000000002125284;DIAGEO PLC;DGE;United Kingdom;GB;Beverages;15689;Distillers & Vintners;AAA;10.0;Average;8.70;Yellow;;;;true;;;;;;;
IID000000002164015;DIAGNOSTIC AND THERAPEUTIC CENTER OF ATHENS HYGEIA S.A.;HYGEIA;Greece;GR;Health Care Providers & Services;12918;Health Care Facilities;;;;;;true;;;true;;true;;;;;
IID000000002154870;DIALOG GROUP BERHAD;DIALOG;Malaysia;MY;Energy Equipment & Services;12913;Oil & Gas Equipment & Services;B;2.6;Average;5.20;Green;;;;;;;;;;;
IID000000002149176;DIAMOND HILL INVESTMENT GROUP, INC.;DHIL;United States of America;US;Asset Management & Custody Banks;15576;Asset Management & Custody Banks;BB;3.7;Average;6.30;Green;;;;;;;;;;;
IID000000002164037;DIAMOND OFFSHORE DRILLING, INC.;DO;United States of America;US;Energy Equipment & Services;12913;Oil & Gas Drilling;B;2.1;Average;1.90;Green;;;;true;;;;true;;;
IID000000002653975;DIAMONDBACK ENERGY, INC.;FANG;United States of America;US;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;B;2.0;Average;6.40;Green;;;;;;;;;;;
IID000000002148705;DIAMONDROCK HOSPITALITY COMPANY;DRH;United States of America;US;Real Estate Management & Services;15699;Hotel & Resort REITs;BBB;4.6;Very Aggressive;4.60;Green;;;;true;;;;true;;;
IID000000002684305;DICERNA PHARMACEUTICALS, INC.;DRNA;United States of America;US;Biotechnology;12892;Biotechnology;BBB;4.8;Average;7.20;Green;;;;;;;;;;;
IID000000002164063;DICK'S SPORTING GOODS, INC.;DKS;United States of America;US;Retail - Consumer Discretionary;15696;Specialty Stores;BB;3.1;Conservative;5.10;Green;;;;;true;;;;;;
IID000000002164068;DIEBOLD NIXDORF, INCORPORATED;DBD;United States of America;US;Technology Hardware, Storage & Peripherals;12898;Technology Hardware, Storage & Peripherals;BBB;4.8;Average;6.40;Green;;;;;;true;;;;;
IID000000002164079;DIGI INTERNATIONAL INC.;DGII;United States of America;US;Technology Hardware, Storage & Peripherals;12898;Communications Equipment;;;Average;6.80;Green;;;;;;;;;;;
IID000000002676650;DIGI.COM BERHAD;DIGI;Malaysia;MY;Telecommunication Services;15705;Wireless Telecommunication Services;A;6.2;Average;3.80;Green;;;;;;;;;;;
IID000000002140771;DIGIMARC CORPORATION;DMRC;United States of America;US;Software & Services;15356;Application Software;;;Aggressive;4.20;Green;;;;;;;;;;;
IID000000002164085;DIGISTAR CORPORATION BERHAD;DIGISTA;Malaysia;MY;Software & Services;15356;IT Consulting & Other Services;;;Very Aggressive;;;;;;true;;;;;;;
IID000000002164111;DIGITAL REALTY TRUST, INC.;DLR;United States of America;US;Software & Services;15356;Specialized REITs;BBB;5.7;Average;5.80;Green;;;;;;;;;;;
IID000000002128673;DIGITAL WINE VENTURES LIMITED;DW8;Australia;AU;Retail - Consumer Discretionary;15696;Distributors;;;;;;;;;true;;;;;;;
IID000000002653852;DIGNITY HEALTH;DIGNI;United States of America;US;;;;;;;;;true;;;;;;;;;;
IID000000002125893;DIGNITY PLC;DTY;United Kingdom;GB;Diversified Consumer Services;14519;Specialized Consumer Services;AAA;10.0;Average;6.20;Green;;;;;;;;;;;
IID000000002164129;DILLARD'S, INC.;DDS;United States of America;US;Retail - Consumer Discretionary;15696;Department Stores;BB;3.8;Aggressive;2.90;Green;;;;;;;;;;;
IID000000002164132;DIME COMMUNITY BANCSHARES, INC.;DCOM;United States of America;US;Banks;15698;Thrifts & Mortgage Finance;B;2.2;Conservative;5.50;Green;;;;;;;;;;;
IID000000002148673;DINE BRANDS GLOBAL, INC.;DIN;United States of America;US;Restaurants;15693;Restaurants;BBB;5.7;Aggressive;4.10;Green;;;;true;;;;;;;
IID000000002784652;DINO POLSKA SPOLKA AKCYJNA;DNP;Poland;PL;Retail - Food & Staples;15697;Food Retail;B;1.9;Average;4.10;Green;;;;true;;;;true;;;
IID000000002140760;DIODES INCORPORATED;DIOD;United States of America;US;Semiconductors & Semiconductor Equipment;12943;Semiconductors;B;2.4;Conservative;5.20;Green;;;;;;;;;;;
IID000000002125866;DIPLOMA PLC;DPLM;United Kingdom;GB;Trading Companies & Distributors;12951;Trading Companies & Distributors;A;6.7;Average;8.30;Green;;;;;;;;;;;
IID000000002649460;DIPLOMAT PHARMACY, INC.;DPLO;United States of America;US;Health Care Providers & Services;12918;Health Care Services;A;7.1;Aggressive;6.00;Green;;;;;;;;;;;
IID000000002154480;DIPPED PRODUCTS PLC;DIPD.N0000;Sri Lanka;LK;Commodity Chemicals;12896;Commodity Chemicals;;;Conservative;;;;;;true;;;;true;;;
IID000000002644932;DIRECT LINE INSURANCE GROUP PLC;DLG;United Kingdom;GB;Property & Casualty Insurance;15582;Property & Casualty Insurance;BBB;4.3;Average;8.40;Green;;;;;;;;;;;
IID000000002150030;DISCO CORPORATION;6146;Japan;JP;Semiconductors & Semiconductor Equipment;12943;Semiconductor Equipment;BBB;5.2;Aggressive;3.60;Green;;;;;;;;;;;
IID000000002164180;DISCOUNT INVESTMENT CORP. LTD.;DISI;Israel;IL;Industrial Conglomerates;12923;Industrial Conglomerates;;;Aggressive;;;;;true;true;;;;true;;;
IID000000002164181;DISCOVER FINANCIAL SERVICES;DFS;United States of America;US;Consumer Finance;15211;Consumer Finance;BB;3.2;Average;7.00;Green;;;;;;;;;;;
IID000000002164185;DISCOVERY LIMITED;DSY;South Africa;ZA;Life & Health Insurance;15580;Life & Health Insurance;B;2.8;Aggressive;5.30;Green;;;;;;;;;;;
IID000000002149178;DISCOVERY, INC.;DISCA;United States of America;US;Media & Entertainment;15706;Broadcasting;BBB;4.3;Very Aggressive;1.20;Green;;;;true;;;;;;;
IID000000002132555;DISH NETWORK CORPORATION;DISH;United States of America;US;Media & Entertainment;15706;Cable & Satellite;CCC;0.0;Average;2.10;Yellow;;;true;;;;;;;;
IID000000002845034;DISTELL GROUP HOLDINGS LIMITED;DGH;South Africa;ZA;Beverages;15689;Distillers & Vintners;;;;;Green;;;;true;;;;;;;
IID000000002164195;DISTELL GROUP LIMITED;DGHJ;South Africa;ZA;Beverages;15689;Distillers & Vintners;;;Very Aggressive;;;;;;true;;;;;;;
IID000000002159806;DISTIL PLC;DIS;United Kingdom;GB;Beverages;15689;Distillers & Vintners;;;Average;;;;;;true;;;;;;;
IID000000002146105;DISTILLERIES COMPANY OF SRI LANKA PLC;DIST.N0000;Sri Lanka;LK;Beverages;15689;Distillers & Vintners;;;;;;;;;true;;;;;;;
IID000000002623587;DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.;DIA;Spain;ES;Retail - Food & Staples;15697;Hypermarkets & Super Centers;BBB;4.4;Average;6.80;Green;;;;true;;;;;;;
IID000000002360157;DIVERSIFIED RESTAURANT HOLDINGS, INC.;SAUC;United States of America;US;Restaurants;15693;Restaurants;;;Average;;;;;;true;;;;;;;
IID000000002587771;DIXONS CARPHONE PLC;DC.;United Kingdom;GB;Retail - Consumer Discretionary;15696;Computer & Electronics Retail;BB;3.8;Aggressive;7.20;Orange;;;;;;;;;;;
IID000000002164233;DIXY GROUP PAO;DIXY;Russia;RU;Retail - Food & Staples;15697;Hypermarkets & Super Centers;;;Average;;;;;;true;;;;true;;;
IID000000002163415;DKSH Holdings (Malaysia) Bhd;DKSH;Malaysia;MY;Trading Companies & Distributors;12951;Trading Companies & Distributors;;;Average;;;;;;true;;;;;;;
IID000000002163416;DLF LIMITED;DLF;India;IN;Real Estate Development & Diversified Activities;13198;Diversified Real Estate Activities;;;;3.00;Green;;;;true;;;;true;;;
IID000000002149580;DMC GLOBAL INC.;BOOM;United States of America;US;Energy Equipment & Services;12913;Oil & Gas Equipment & Services;BB;3.5;Conservative;6.90;Green;;;;;;;;;;;
IID000000002150891;DMCI HOLDINGS INC.;DMC;Philippines;PH;Industrial Conglomerates;12923;Industrial Conglomerates;CCC;0.2;Aggressive;3.00;Orange;;;;;;;;;;;
IID000000002402432;DNA Oyj;DNA;Finland;FI;Telecommunication Services;15705;Integrated Telecommunication Services;BBB;5.3;Average;8.10;Green;;;true;;;;;;;;
IID000000002150825;DNB ASA;DNB;Norway;NO;Banks;15698;Diversified Banks;A;6.3;Average;7.60;Orange;;;;;;;;;;;
IID000000002128412;DO & CO Aktiengesellschaft;DOC;Austria;AT;Restaurants;15693;Restaurants;BBB;5.7;Conservative;6.90;Green;;;;true;;;;;;;
IID000000002838046;DOCUSIGN, INC.;DOCU;United States of America;US;Software & Services;15356;Application Software;;;;6.50;Green;;;;;;;;;;;
IID000000002164263;DOGAN SIRKETLER GRUBU HOLDING ANONIM SIRKETI;DOHOL;Turkey;TR;Industrial Conglomerates;12923;Industrial Conglomerates;;;Aggressive;;Green;;;true;true;;;;;;;
IID000000002132023;DOLBY LABORATORIES, INC.;DLB;United States of America;US;Electronic Equipment, Instruments & Components;12911;Electronic Components;A;5.8;Average;4.70;Green;;;;;;;;;;;
IID000000002126857;DOLGOPRUDNENSKOYE NPP PAO;dnpp;Russia;RU;;;;;;;;;;;;;;;;;true;;
IID000000002349813;DOLLAR GENERAL CORPORATION;DG;United States of America;US;Retail - Consumer Discretionary;15696;General Merchandise Stores;B;2.8;Average;7.40;Yellow;;;;true;;;;true;;;
IID000000002140770;DOLLAR TREE, INC.;DLTR;United States of America;US;Retail - Consumer Discretionary;15696;General Merchandise Stores;B;2.0;Aggressive;5.10;Yellow;;;;true;;;;true;;;
IID000000002453955;DOLLARAMA INC.;DOL;Canada;CA;Retail - Consumer Discretionary;15696;General Merchandise Stores;BB;3.8;Average;6.80;Green;;;;;;;;;;;
IID000000002822527;DOMAIN HOLDINGS AUSTRALIA LIMITED;DHG;Australia;AU;Interactive Media & Services;15707;Interactive Media & Services;A;5.9;;5.80;Green;;;;;;;;;;;
